topik	text
4	A YouGov-Sunday Times polljában 47-45-re , az ICM-Sunday Telegraphnál pedig 49-42-re győztek volna a függetlenség hívei .
5	Ez egy évnyitó , nem csak Orbán Viktorról szól !
4	"Először meg kell teremteni a békét , majd biztosítani kell a jogállam felépítését Ukrajnában , ami majd biztosítja , hogy érvényesülnek a nemzetiségi kisebbségek európai értelemben vett jogai "" ."
5	Az orosz külügyminisztérium később cáfolta , hogy Ukrajnában orosz katonák is részt vennének a tárgyalásokon .
1	Az iskola az EBH előtt azzal magyarázta az elutasítást , hogy épp a gyereket féltették az osztályközösség domináns tagjainak esetleges agresszív fellépésétől , attól tartottak , hogy olyan helyzet állhatott volna elő , amit a pedagógus nem tudott volna megfelelően kezelni .
3	Az EBH megállapította , hogy az iskola a gyerekkel szemben megsértette az egyenlő bánásmód követelményét .
4	Első találkozás a diszkriminációval Az anya , Schmidt Orsolya az Indexnek azt mondta : teljesen elégedett az EBH döntésével , ebben reménykedett , amikor beadta a panaszt .
4	Ekkor úgy látszott : megtörténhet , amit a szülők régóta szerettek volna , bekerülhet a Waldorfba , mert lett hely új diák számára az intézményben .
5	Az EBH döntését tudomásul vette , de örülni nem örül neki .
5	Szaniszló mellett ugyanis például az a Mester László is elindul a polgármesteri posztért , aki hosszú évekig MSZP-s városvezetőként dolgozott a kerületben .
5	A Szeretlek Csömör pedig éppen azokat az eszközöket próbálja bevetni az újraválasztásukért induló civilek , a CsCE ellen , amelyen annak idején sikert hoztak nekik .
4	Legyünk igazi közösség , a Fecebookon is !
2	A Szeretlek Csömör társasága így végül kénytelen volt a Vella-féle Demokrata Kör Egyesület Csömörért nevében elindulni .
4	A CsCE a médiát kiválóan használva 2010 előtt ellenzékben pár év alatt komoly ismertséget tudott elérni akcióival , amelyekben a kerékpárút-építés bénaságaitól kezdve az erdővédelemig több témakörben is rá tudtak tromfolni a jobbos faluvezetésre .
5	Inkább az az érdekes , hogy az idei önkormányzati választáson fideszes színekben induló Puskás pont a kampány finisében keveredett ilyen szituációba .
10	A sátoraljaújhelyi hivatásos tűzoltók áramtalanították a járművet , majd feszítővágóval emelték ki a holttestet , olvasható a  Borsod-Abaúj-Zemplén Megyei Katasztrófavédelmi Igazgatóság honlapján .
5	A Fidesz viszont a választási szervekben meglévő többségét kihasználva megpróbálja utólag , erőszakosan átírni a XV . kerületi polgárok akaratát ”
5	Szerintük a DK megtévesztette a választókat azzal , hogy jelöltjüket , Hajdu Lászlót a baloldali pártok közös jelöltjeként tüntette fel több internetes oldalon , miközben csak a DK indította .
2	Főleg azért , mert korábban nem voltam Felcsúton , enélkül pedig nehéz megszólalni egy magát valamennyire is szalonértelmiséginek gondoló társaságban .
4	A másodosztályú menetjegy ingyenes megváltására jogosító kedvezmény az állami és a magánkézben lévő vasúti társaságok csaknem összes járatára egyaránt érvényes lesz , az alól csak az Intercity és az Eurocity vonatok képeznek kivételt .
4	Bár a Robert Fico kabinetje által most jóváhagyott rendkívül széleskörű vasúti kedvezményre még nem volt példa az ország történetében , annak további bővítésére van kilátás .
1	Halálosan megfenyegették egy levélben Johanna Mikl-Leitner osztrák belügyminisztert az ország túl liberális menekültügyi politikája miatt , írja az MTI .
4	Günther Oettinger , az unió energiaügyi biztosa , Jurij Prodan ukrán és Alekszandr Novak orosz energiaügyi miniszter már a múlt hét csütörtökön elvi megállapodásra jutott abban , hogy a Gazprom orosz energiavállalat a most következő téli hónapokra - konkrétan jövő március végéig - ezer köbméterenként 385 dolláros fix árat garantál Ukrajna számára .
4	Ezen túlmenően az is a megállapodás része , hogy a Gazprom csak az előre megrendelt és kifizetett földgázt szállítja majd Ukrajnának .
4	Moszkva arról biztosította az európai vásárlókat , hogy velük szemben teljesíteni fogja szerződéses szállítási kötelezettségeit , de követelte , hogy oldják meg az ukrán tartozás ügyét .
10	A feltételezések szerint az áldozat a hajó egyik pincére , az indiai állampolgárságú Russel Rebello , akit a hajószerencsétlenség óta az eltűntek között tartottak számon .
4	Pénzügyi Navigátor Füzetek néven tájékoztató füzetsorozatot ad ki az MNB .
4	A hangversenyzongorák szűk piacán azonban két éve jelent meg egy , a Zengafons képein látható hangszerhez nagyon hasonló formatervezésű hangszer .
4	Ezzel szemben szerinte nagy meglepetés volt , hogy jelöltjük , a még párton belül is többször lebecsült 70 éves határőr Horváth Imre 20 százalékkal küldte padlóra a fideszes jelöltet .
5	„ Tudjuk , hogy ez a győzelem elsősorban nem az MSZP-nek szólt , az egyre dühösebb ellenzéki szavazók csupán a legesélyesebb jelöltre szavaztak .
5	A Fidesznél hasonlóan nagy volt a döbbenet .
5	Kampány egy kis szocialista belharccal Az MSZP-nél egészen más okok miatt készültek inkább a vereségre .
4	November 29. és december 15. között a railjet vonatok is megnövelt kapacitással várják az utazókat : a Budapestről november 29-én , szombaton , valamint december 6. és 15. között szombaton és vasárnap 7 : 10-kor , Bécsből pedig a szombaton 17 : 48-kor induló vonatokon több mint nyolcszáz ülőhelyet kínálnak .
4	Az Advent EuroCitykre díjmentes helyjegyet biztosít a vasúttársaság , amennyiben a nemzetközi pénztárban erre a vonatra kérik jegyüket az utasok .
1	Néhány évvel később , 1999-ben , amikor a koszovói albánok elleni atrocitások miatt a NATO bombázta Szerbiát , a szerbek közül is tömegesen menekültek át Magyarországra .
4	A Hága melletti Scheveningenben felépített „ luxusbörtönben nem csupán a könyvtárat látogathatta és írhatott könyveket saját használatú számítógépen ( igaz , internetkapcsolat nélkül , de ő egyébként is megrögzött , kézzel kéziratot író ) , hanem akár konditeremben is lazíthatott , vagy a börtön teniszpályáján is ütögethetett valamelyik
4	A délszláv háború legtöbb horvát áldozatot követelő vérfürdőjének , Vukovar 23 évvel ezelőtti ostromának emléknapján gratulált a „ Szerb Vukovart felszabadító csetnikeknek
5	Egykori politikai ellenlábasa , Zoran Đinđić 2003-as meggyilkolásáról kijelentette , hogy annak még most is örül .
2	Tél Tamás szerette volna kikérni a szakmai szervezetek véleményét is a matematika - , fizika - , természetismeretkönyvekről , erre azonban nem hagytak neki időt .
2	Az Index által megkérdezett pedagógusok szerint ezeket a könyveket nem a fent bemutatott elírások vagy hibák jellemzik , sokkal inkább újszerűségükkel és a taníthatóságukkal van a baj .
4	Az Indexnek így foglalta össze az erényeket és a hibákat : Jó , hogy : Tetszetős külleműek , világos szerkezetűek .
4	Kristalina Georgieva , az Európai Bizottság bolgár alelnöke szerint az orosz döntés egy újabb megerősítés arra , hogy az EU-nak alternatív energiaforrásokra van szüksége .
5	Putyin az Európai Bizottság elutasító magatartására hivatkozva állítaná le a projektet , és a bolgár kormányra mutogat , amely elmondása szerint brüsszeli nyomásra nem hajlandó megadni az építkezéshez szükséges engedélyeket .
2	A bukta után pedig nem lesz pénz Magyar Krónikára , és Békemenet-szervezésre sem .
6	Ha Bencsiket a mostanra teljesen egyértelmű pénzlenyúlások zavarnák , akkor nyilván azon is kiakadna , hogy a Terv zászlósaként emlegetett CÖF-nek honnan lett a semmiből annyi pénze , hogy milliókat költsön Fidesz-támogató plakátokra az országgyűlési választások idején .
10	A megrepedt vezetékből szivárgó kőolaj egy négyzetkilométernyi területen árasztotta el az Eilattól nagyjából 20 kilométerre található Evrona nemzeti parkot .
5	Török , Habozy és Barkóczi neve a takarékszövetkezetet körülvevő cégháló számos tagjánál feltűnik .
3	Az Országos Alapellátási Intézet alkalmazásában színlelt végzettségének megfelelő díjazás ellenében Tiszanánán , helyettes háziorvosként
2	Szilveszter ) A kormány sajnos gyakran úgy alkot törvényeket , mintha mindaz , amit évtizedeken át a szakértők kitaláltak , fabatkát sem érne .
4	Szilveszter ) Itt van ez a jóravaló , rokonszenves fiatal politikus , Kocsi Máté .
4	Valamelyest közeledtek a béremelési javaslatok , a megállapodás létrejötte attól függ , hogy a szakszervezeti követelések között hangsúlyos elemként szereplő egyeztetésekkel kapcsolatban megszövegezett javaslat elfogadásához sikerül-e megszerezniük a feleknek a szükséges felhatalmazásokat - mondta Pataky Péter , az MSZOSZ elnöke .
6	"Simicska Lajos elindulására nem számít , Simicska bejelentkezését "" hekknek "" tartja ."
4	Mert az MSZP leszámolván a titkos bécsi bankszámlák és erzsébetvárosi ingatlanpanamák korszakával új időszámítást kezdett , amely az alapvető baloldali értékekről , a szegények támogatásáról szól , így nem is kérdés , hogy a párt első embere karácsonykor a rászorulókkal van .
5	Tóbiás József később szintén azt mondta , hogy Simicska indulására komolyan nem számít , szerinte a Fideszen belüli belső harcnak vagyunk a tanúi , és nem arról van szó , hogy Simicskának hirtelen képviselői ambíciója támadt volna .
4	Gulyásosztás a kampány kézikönyv szerint Az MSZP-sek amúgy hetek óta gyűjtötték ezeket az ajándékokat , amelyeket országszerte 80 településen osztanak szét .
4	Kész nem tart Simicskától Kész azt mondta az Indexnek , hogy már most szinte minden idejét leköti a kampány , és igyekszik ellátogatni minden őt támogató párt és civil szervezet rendezvényére .
2	Oroszországban sok tapasztalat van már arról , hogy hirtelen csődbe megy vagy leértékelődik valami .
2	Oroszországnak és a kormánynak alacsonyabb olajárak mellett tartósan korlátozottabb marad a mozgástere , mind otthon , mind pedig külföldön .
3	Tavaly decemberben az akkor még a miniszterelnöki posztot betöltő Erdogan kormányát súlyos korrupciós botrány rengette meg , amely során több bizalmasát is megvádolták a hatóságok .
5	A beszámolók szerint a fiú - egy baloldali mozgalom tagja - az ország középső részén fekvő Konya városában egy , az 1930-as években iszlamisták által meggyilkolt tanár emlékére megtartott megemlékezésen vádolta meg a konzervatív Erdogant .
4	Senki sem sérült meg a karácsonyhoz köthető tűzesetekben , tájékoztatta az Országos Katasztrófavédelmi Főigazgatóság ( OKF ) sajtószóvivője csütörtökön az MTI-t .
10	Burn baby burn Szolnokon , a Temető út és a Kőrösi út kereszteződésében álló templom kriptájában gyulladt meg néhány koszorú , az épület pincéjéből pedig sűrű füst szivárgott .
2	"Lázár János tárcavezető a 10 , sőt akár 12 órásra nyúló munkaidővel kapcsolatban korábban azt nyilatkozta , hogy "" a szolgálatnak és így a munkaidőnek nálunk kezdete van , vége nincs , ezért a Miniszterelnökség sajnos valóban nem egy családbarát munkahely ."
2	November végén derült ki , hogy 10 órás munkaidőt vezettek be a Miniszterelnökségen , ami miatt több családos dolgozó kénytelen volt felmondani , mivel a fél hatig tartó munkarend miatt nem tudták volna odaérni gyermekükért az óvodába , iskolába .
2	Szintén mai hír , hogy a Miniszterelnökséghez tartozó vidékfejlesztési államtitkárság hétfő óta Kecskeméten működik , ám a 110 fős létszámából mindössze 64-en kezdtek el dolgozni az új irodában , mivel többen nem vállalták a vidékre költözést .
7	Dyab Abou Jahjah muszlim aktivista csütörtökön ezt írta a Twitteren : Én nem Charlie vagyok , én Ahmed vagyok , a halott rendőr .
5	Charlie viccet csinált a hitemből és a kultúrámból , és én azért a jogáért haltam meg , hogy ezt megtehesse .
4	EU , USA , mindenki ott lesz Bernard Cazeneuve belügyminiszter azokból a tagállamokból hívta meg a kollégáit , amelyek a leginkább ki vannak téve a nemzetközi terrorizmusnak .
5	Az ügyről hétfőn tart vitát az Európai Parlament , és a téma felkerül az uniós külügyminiszterek január 19-i , valamint az állam - és kormányfők február 12-i találkozójának programjára is .
5	Az Iszlám Állam a szíriai polgárháborúban erősödött meg , előretörésükhöz hozzájárult az iraki szunniták háttérbe szorulása a Szaddám Huszein-rezsim bukása után .
3	Annyi biztosnak tűnik , hogy a tagjai között veterán al-Kaida-tagok voltak , akiket már több mint tíz éve figyeltek , és a csoport júniusban szövetséget kötött az al-Kaida jemeni ágával , az AQAP-pal is .
5	Ha megfogadjátok szavam , Rómát is elfoglaljátok , a világ urai lesztek , ha Allah is úgy akarja üzente a muszlimoknak al-Bagdadi , felszólítva a harcosokat , hogy mivel a ramadán ideje alatt „ nincs a dzsihádnál helyesebb tett Allah útján , igaz elődeik útját járva küzdjenek , küzdjenek
3	A Kouachi testvérek kezdettől fogva a jemeni al-Kaidának is nevezett szervezetre hivatkoztak , a rendőrnőt meggyilkoló és a kóserboltban is túszokat ejtő Amédy Coulibaly pedig azt állította , hogy az utasításokat az Iszlám Államtól kapta , de őt is a jemeni al-Kaida finanszírozta .
3	Szerdán az Iszlám Állam aztán azzal hívta fel magára a figyelmet , hogy nyilvánosságra hozott egy újabb kivégzésről szóló videót , amin egy fiatal fiú kezébe adnak fegyvert , és utasítják arra , hogy öljön meg két , a videó állítása szerint orosz kémet , akik megpróbáltak beférkőzni a soraikba .
3	Bezár Al-Kaida : már Indiában is ott vannak Napi 168 áldozat 2014 novemberében 664 terrorcselekmény történt , összesen 5042 ember halt meg ez átlagosan napi 168 , azaz óránként hét halottat jelent , és összesen majdnem kétszer annyi , mint a 2001. szeptember 11-i terrortámadás áldozatainak száma derült ki a BBC és a King's College kutatásából , melyen egy hónap terrortámadásait
3	A szervezet kegyetlenül alkalmazza a saríát a fennhatósága alatti területeken , a síiták és a keresztények ellen különösen kegyetlen erőszakhoz folyamodik . tovább is van A kalifátus kikiáltásának egyértelmű az üzenete : al-Bagdadi Mohamed próféta utódjának és ezáltal az iszlám világ egyetemes vezetőjének tartja magát , akit minden muszlimnak kötelessége követni .
3	A Horaszan csoport amerikai források szerint az al-Kaida egyik viszonylag kis egysége , ami még az eredeti szervezetből ágazott le .
3	Bár nem övezi olyan feltétlen tisztelet , mint valaha Bin Ladent , Zavahiri mindig is fontos szerepet játszott a szervezetben , sokan őt tartják a szeptember 11-i merénylet szellemi atyjának .
4	A szervezet saját állítása szerint az Egyesült Királyságból , Franciaországból , Németországból is érkeztek hozzájuk külföldi harcosok más európai , arab és kaukázusi országok mellett .
3	Öt falut érintettem , mindegyik üres volt , csak holttesteket láttam  mondta a Guardiannek az egyik támadás egy túlélője , aki napokig bujkált , mielőtt újra
3	Akkor 276 diáklányt raboltak el Chibok városban , és ugyan 57-en azóta megmenekültek , de 219-ről még mindig nem tudni semmit , és a családjuk attól fél , hogy szexrabszolgaként adhatták el őket .
3	Legfőbb céljuk Észak-Nigéria , valamint Kamerun és Csád szomszédos területeinek egyesítésével a saría radikális értelmezésén alapuló , önálló iszlám állam létrehozása , és augusztus végén az Iszlám Állam példájára ki is kiáltottak egy kalifátust az általuk uralt nigériai területeken .
1	2003 óta több tucat video - és hangfelvételben jelent meg , legutóbb egy 55 perces videoüzenetben jelentette be az al-Kaida új , az indiai szubkontinenst célzó sejtjének megalapítását , és utalt rá , hogy Burmára és Bangladesre is kiterjesztik akcióikat .
2	Mai határozatában ugyanakkor az AB kiemelkedően fontos szempontnak nevezi , hogy a sajtócikkek közzétételét követő felügyeleti intézkedések hogyan csorbítják a sajtószabadságot , ezért azt a bíróságnak nagyon is vizsgálnia kellett volna .
2	A Baranya megyei Kórós lakóinak 46,5 percet , az ófalusiaknak 36,5 percet kellene várniuk - a megyébe ezért például 3 új mentőállomást is terveztek .
2	Mint a lap írja , ma Magyarországon több mint 110 olyan település van , ahol az ott élő másfél millió emberhez esély sincs , hogy 15 percen belül kiérjen a mentő , ami például egy esetleges újraélesztésnél szükséges lenne .
5	A norvég alap civil szervezeteknek , Lázár szerint viszont ellenzéki kötödésű csoportoknak juttatott norvég közpénzt , ezért vizsgálni kezdte őket - elsősorban a pénzek elosztásáért felelős Ökotárs Alapítványt .
4	Egy meg nem nevezett tisztségviselő a lapnak azt mondta , hogy Susan Rice , az elnök nemzetbiztonsági tanácsadója - aki az elmúlt hónapokban elutasította a fegyverszállításra irányuló javaslatokat - most már ugyancsak hajlik a kérdés felülvizsgálatára .
4	A NYT értesülése szerint Philip Breedlove , a NATO európai szövetséges erőinek főparancsnoka mellett a csütörtökön Kijevbe látogatni készülő John Kerry külügyminiszter , valamint Martin Dempsey tábornok , az amerikai vezérkari főnökök egyesített bizottságának elnöke is kész újra megvitatni a fegyverszállítások ügyét .
2	Ahogy arról korábban beszámoltunk , január 21-én jelentette be a Baumax , hogy kivonul Magyarországról .
4	Orbán arról is beszélt , hogy 2016-ban és 2017-ben csökkenni fog a bankadó .
5	Az MSZP szerint akár százmilliárdokba is kerülhet a kormány akciója , és kérdés , ki jár jól az üzlettel .
2	Orbán azt mondta , 2018-ban és 2019-ben is csökkenni fog , de azt egyelőre nem tudják , hogy mekkora mértékben .
4	Albánia és Montenegró is népszerű útvonal Már nemcsak Szerbia , hanem Albánia és Montenegró felé is indulnak koszovói migránsok , írja az MTI .
5	Dolgoznak , nem bűnöznek címmel arról is írtunk , hogy a kormány bevándorlóellenes szólamai ellenére Európa profitál a bevándorlásból , hiába utálunk mi , magyarok jellemzően látatlanul mindenkit .
4	A tanfolyamoknak nem az a célja , hogy Háromszéken diplomás takarítók legyenek , hanem az , hogy a javítsanak a résztvevők életkörülményein , illetve , hogy megtanítsák a hátrányos helyzetű közösséget , arra , hogy mit vár el tőlük a társadalom , miként tudnak megfelelni az alkalmazók elvárásainak .
10	Az utolsó szó jogán felszólaló Francesco Schettino könnyeivel küzdve úgy fogalmazott : a tengerjárón életét veszített 32 emberrel együtt a hajószerencsétlenségben ő is meghalt .
4	A DBR Metró Projekt szerint ugyanakkor számottevő , biztonságkritikus hiba az átadás óta eltelt egy évben nem történt .
4	Nem lesz könnyű menet Az egyik dunántúli , több mint 300 darab automatát üzemeltető cég ügyvezetője azt mondta , alapvetően érti a NAV szándékát , hiszen eddig az automaták forgalmának bevallása nem volt nyugtához kötve , önbevallós alapon működött , így jogos , hogy szigorúbban akarják ellenőrizni az üzemeltetőcégek forgalmát .
4	Annyi , hogy a NAV az e-kassza-rendszeréhez hasonlóan akar majd rálátni az automaták forgalmára , ezért a cégeknek minden gépbe olyan eszközt kell majd szerelniük , ami folyamatosan küldi a forgalmi adatokat az adóhatóságnak .
4	204 új autóval bővül a Budapesti Rendőr-főkapitányság autós állománya , írja az MTI .
5	Ilyenkor a régi katonai beosztottjaiból lett , mezükön Putyin nevét viselő testőreivel egy csapatban játszik Medvegyev miniszterelnök testőrei ellen ( Medvegyev azonban nincs ott ) .
5	Bár Moszkvában folyamatosan pletykálnak az éjszakát vele töltő modellekről , fotósokról , tornászokról , biztosat erről semmit nem lehet tudni , ráadásul az információhiányt még Putyin közvetlen környezete sem igazán érti .
4	Az NVB ülésén egyhangúlag döntöttek az alábbi pártok nyilvántartásba vételéről : Magyar Liberális Párt Magyar Igazság és Élet Pártja Összefogás Párt Zöldek Pártja a Földművelők , Gazdálkodók és az Új Élet Rendszerváltó Pártja Magyar Demokráciáért és Hazáért Párt Összefogás a Civilekért Párt Magyarországi Cigányok Fóruma - Összefogás Magyarországért Párt .
2	A fejleményeket az UniCredit ma kiadott elemzése úgy jellemezte , hogy a valóság teljes kapitulációra késztette a görögöket .
1	Ha nem sikerül megnyerni az európai partnerek jóváhagyását , akkor szombaton mentőháló nélkül lejár a görögöket megmenteni hivatott 240 milliárd eurós hitelprogram , Athén fizetésképtelen marad , és következik a pénzügyi összeomlás .
2	Az sem igazán segített a görögök helyzetén , hogy az Európai Bizottság gazdaságpolitikával és az euróval foglalkozó portfólióját a lett Valdisz Dombrovskisz viszi , aki lett miniszterelnökként Európa egyik legszigorúbb megszorító csomagját vezényelte le a 2008-as válság után , majd az európai mentőprogram levezénylése után , mindössze hat év elteltével bevitte országát az eurózónába .
4	A Paks 2 megépítéséről szóló törvény lesz az első napirendi pontja az Országgyűlés törvényalkotási bizottsága péntek reggel 9 órakor kezdődő ülésének .
4	A Klik szerint a megkeresés nem toborzó jelleggel , hanem felajánlásként érkezett az intézményfenntartóhoz , abban a szellemiségben , hogy a budapesti ünnepségeken való részvétellel a diákokhoz közelebb hozza a történelmi események eszmeiségét , és megismerhessék a forradalom és szabadságharc március 15-i helyszíneit .
8	A március 15-i ünnepség alkalmával a Nemzeti Rendezvényszervező Hivatal kereste meg a Klebelsberg Intézményfenntartó Központot , hogy amennyiben a Klebelsberg Intézményfenntartó Központ ( Klik ) által fenntartott iskolákból szeretnének diákok részt venni a nemzeti ünnep fővárosi programjain , ők szívesen biztosítanak erre lehetőséget , válaszolta lapunk kérdésére a Klik .
4	Nem lesznek csoportos létszámleépítések az Auchannál a vasárnapi bezárások miatt írja a
4	Tudja ezt a kormány is , még januárban arról beszélt Pogácsás Tibor önkormányzati államtitkár , hogy az a cél hogy a kéményseprő szakembereket az új társaság átvegye , azaz rájuk nézve lényegében csak az változna , hogy máshonnan kapnák a fizetésüket .
4	Vagyis az MSZP mellet a Fidesz , az LMP és az Együtt-DK-Moma képviselője is megszavazta a javaslatot .
4	Gellért Lajos , a XIII . kerületi önkormányzat sajtófőnöke azt mondta , hogy Benke leváltását és kizárását a bizottságból 20 igen szavazattal és 1 nem szavazattal fogadta el a testület .
5	Maga Benke szavazott a döntés ellen .
7	Aztán fél 10-kor jött az Időkép lelombozó híre :   Havazik a Bakonyban és a Mátrában !
6	Sokan , akik akkor még kisebbek voltak , nem értettek semmit a dologból , de azért vannak emlékeik : Zoltán például arra emlékszik , hogy a csomag elfogadás utána nagyszülei azt mondták neki szilveszterkor : A BUÉK idén nem Boldog Új Évet Kívánokot jelent , hanem azt , hogy Bokros Utolsó Éve Következik !
6	10 forint a gombóc fagyi , éljen soká Bokros Lali Évi arról írt , hogy gyerekként csak annyit vettek észre , hogy a fagyi hirtelen 4,50 helyett 10 forintba került , és jót nevettek Kern András kabaréján , amiben egy idős falusi asszony azt nyilatkozza , hogy Bokros mérgezi a kutakat .
2	"Szerettem volna másik gyereket is , örültem , hogy a Fidesz nyerte a választásokat 1998-ban és reméltem , hogy visszaállítják a családtámogatási rendszert , de sajnos , arra is várni kellett majd két évet , de persze nem az eredeti feltételekkel lett újra gyed . """
4	Dlusztus Imre , a skanzent üzemeltető Bornemzet Kft. ügyvezető igazgatója szerint fontos szempont volt az összeválogatásnál , hogy arányosan legyenek várak-kastélyok-templomok , különböző vallások épületei , elosztva a Nagy-Magyarország területén .
4	Erre a vonalra megy rá egyébként az éppen egy héttel ezelőtt az első erdélyi épületeket átadó szarvasi Mini Magyarország is , ahol további határon túli épületeket ígérnek a jövőben .
4	Egy botanikus kert is tervbe van véve Magyarországon őshonos gyógynövényekkel , az úthoz közeli tavat pedig az Adriai-tengerüknek nevezte .
4	Számolnak a Mórhalomra a fürdők miatt látogató évi félmillió , javarészt délvidéki turista egy részének megszólításával is .
4	Az évtized legnagyobb szabású fúziójának hírére a BG Group árfolyama több mint 40 százalékkal emelkedett , míg a Shell 2,2 százalékkal gyengült a londoni tőzsde nyitása után .
4	Ráadásul ebben az esetben a szavazatok kemény képviselői helyekben is megjelennek majd , akár harmincnál is több széket szerezhetnek meg a Skóciát korábban hagyományosan erős bástyának tekintő Labourtől .
4	A skótoknak jó pozícióik lehetnek Itt el is érkeztünk Skóciához , ahol az SNP a tavalyi , sikertelen függetlenségi népszavazás mentén annyira megerősödött , hogy ahogy a UKIP a toryktól , úgy ők a Munkáspárttól vesznek majd el szavazatokat .
2	A másik oldalon Ed Miliband saját népszerűségi mutatója rendre a Labouré alatt alakul , és ugyan múlt hétre neki is sikerült feltornáznia kedvelői arányát 33 százalékra , de még így is 59 százalék úgy vélte , rosszul végzi a feladatát .
4	A helyzet most úgy néz ki , hogy még mindig jó esélye van Cameronnak arra , hogy hatalomban maradjon , de Miliband előtt is megnyílt az út , hogy valahogy miniszterelnök legyen .
5	Ezt a Munkáspárt vezetője tagadta , de az biztos , hogy Nicola Sturgeon skót első miniszter jelezte , hogy bármilyen Labour SNP-megállapodásnak érintenie kell a
5	2005-ben , a legutóbbi választási vereség után vette át az előtte állandó vezetőválsággal küzdő , megosztott Konzervatív Pártot .
4	Miliband hétfőn azt mondta , hogy a Labour a változás és a felelősség pártja lesz , ő pedig készen áll a kormányzásra .
5	Képviselői helyek számát tekintve akár az SNP lehet a nagyok után az egyik legfontosabb erő majd a törvényhozásban , Sturgeon pedig konkrétan azzal kampányolt , hogy elég szavazattal ki tudják zárni Cameront a hatalomból .
5	A két nagy párt fej fej mellett vágott neki ennek az időszaknak , azóta annyi változott , hogy a BBC nagy összesítőjében egy ideig a Munkáspárt vezetett 34 százalékkal a 33 százalékra mért konzervatívok előtt , aztán megint 34-34 százalékon állnak .
5	A Telegraphhoz kiszivárgott tervek szerint Miliband is részt vett a Gordon Brown által Tony Blair elűzésére szőtt munkáspárti összeesküvésben , és a 2010-es választási vereség után a pártelnökségért testvérével , a volt külügyminiszter David Milibanddal került szembe .
4	Többek között a BP olajkonszern , a Costa Coffee és a Pizza Express is aláírta ezt , valamint a Bloomberg elnöke is .
4	Tony Blair nagy győzelmekor , 2005-ben a Munkáspárt csupán 3 százalékkal verte a konzervatívokat , mégis 158-cal több képviselőjük lett , és összességében 64 fős többségben voltak a brit alsóházban .
5	A UKIP megjelenése miatt azonban egyébként is pártokon átívelve tettek ígéreteket arra a felek , hogy szabályozzák a bevándorlást , az olcsó munkaerő beáramlását , ami rengeteg kelet-európait is érinteni fog .
4	A UKIP 14 százalékával egyenesen megszerezheti a harmadik helyet , még ha ez képviselők számában nem is lesz annyira látványos .
5	Azért a kampányban rendesen osztották Milibandet , vezetőjük , Nick Clegg miniszterelnök-helyettes azt mondta , hogy az újabb kölcsönök felvételét elutasító Labour olyan , mint az alkoholista , aki hevesen fogadkozik , hogy nem nyúl többet vodkához .
4	A 2010-es királycsináló liberális demokraták az eredményüktől függően megint lehetnek a mérleg ( egyik ) nyelve , és előre nem is zárták ki , hogy adott esetben akár Cameronnal , akár a Munkáspárttal koalícióra lépjenek .
4	Olvasónk szerint a rendőrségen azt mondták neki , hogy hallottak már róla , és ígéretet tettek , hogy több rendőr lesz az Oktogon környékén .
2	Rétvári Bence államtitkár épp néhány hete közölt friss adatokat egy parlamenti kérdésre a pszichiátriai otthonok országos lefedettségének hiányosságairól .
5	A BKK-nak róla még nem szóltak Megkértük a rendőrséget , adjanak tanácsot , mit tegyen az ember , ha összetalálkozik az ordibálóval .
5	Bölcskei Gusztáv akkor hosszú nyílt levélben megvédte a filmet , és magára vállalt minden felelősséget , hozzátéve : „ Tudatában vagyok annak , hogy ez a film a sokféleképpen elmondható karácsonyi történet sajátos megközelítése .
5	Nem akarja felvenni a kesztyűt a DK A nőtagozat a DK elnökségi tagjaitól igazából arra vár választ , hogy egyetértenek-e az interjú tartalmával és időzítésével , támogatták-e Gyurcsányt az interjú publikálásban .
4	( Itt finoman megjegyeznénk , hogy Tóbiás pártelnök a különállás stratégiáját hirdette meg tavaly októberben , aztán többször közös jelöltet állított a DK-val . )
5	Most az ellenzék mellett csak Bencsik János szavazta le a törvényt a Fideszből , aki kezdetektől ellenezte a nemzeti parkok földjének átadását .
5	Külön kiemelte a várhatóan a harmadik legnagyobb erőt adó Skót Nemzeti Pártot , ami szerinte az elbukott függetlenségi népszavazás ellenére azon munkálkodna , hogy az Egyesült Királyság ne is létezzen mostani formájában .
2	"„ A konzervatívok ugyan több pénzt gyűjtöttek kampányra , közel 45 millió fontot ( 19 milliárd forint ) a Labour 30 milliójával ( 12,6 milliárd forint ) szemben , de door to door marketingben ők gyengék ""   mondta a Labour"
8	A II . világháború végét ünneplő győzelem napján szokás , hogy az orosz elnök köszönő üzenetet intéz az egykori Szovjetunió összes tagköztársaságának .
2	17. heti záró 18. heti záró BUX 22 612 22 742 OTP 6005 5950 Mol 15 050 15 350 Richter 4561 4555 Magyar Telekom 405 418 Az euró árfolyama elég nagy kilengéseket mutatott a héten .
4	A Magyar Telekom árfolyama 13 forinttal , 3,21 százalékkal 418 forintra emelkedett .
4	Hírek a nagyvilágból : Görögország átutalta a Nemzetközi Valutalapnak ( IMF ) a szerdán esedékessé vált mintegy 200 millió eurós törlesztőrészletet .
2	A helyzet Minnesota és Iowa államokban a legsúlyosabb .
